state_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,year
Georgia,634044.0,291659.0,342385.0,364546.0,268129.0,288492.0,38871.0,315561.0,6350.0,5160528.0,4975977.0,184551.0,10628020.0,135247.0,120369.0,14878.0,49083.0,92144.722841844,192970.38329348623,62.300000000000004,2019
Hawaii,10402.0,4288.0,6114.0,6084.0,4265.0,2813.0,1417.0,367.0,776.0,686123.0,668773.0,17350.0,1415615.0,23038.0,19121.0,3917.0,54700.0,340327.5938406204,607654.626648668,72.95,2019
Idaho,69599.0,29806.0,39793.0,39444.0,30068.0,56545.0,8405.0,1291.0,306.0,888504.0,862982.0,25522.0,1789060.0,12530.0,11277.0,1253.0,45924.0,176277.78303278392,271736.3492085047,46.32,2019
Illinois,20623.0,17197.0,3426.0,10870.0,9701.0,13601.0,1111.0,5984.0,41.0,6550309.0,6289519.0,260790.0,12667017.0,227661.0,207171.0,20490.0,58438.0,76627.77135049894,177601.1742025185,51.37,2019
Indiana,356831.0,307859.0,48972.0,201336.0,154305.0,249439.0,18154.0,89772.0,1375.0,3404332.0,3291956.0,112376.0,6731010.0,88414.0,79572.0,8842.0,48749.0,78278.07075711952,151029.06426412557,51.81,2019
Iowa,133351.0,124751.0,8600.0,75123.0,58223.0,91065.0,10100.0,34415.0,593.0,1743161.0,1696692.0,46469.0,3159596.0,40386.0,35943.0,4443.0,50367.0,71467.00902905861,146366.43109651736,48.14,2019
Kansas,107879.0,84081.0,23798.0,62873.0,44905.0,73054.0,11635.0,17099.0,218.0,1504558.0,1455266.0,49292.0,2912635.0,35205.0,30628.0,4577.0,52876.0,51015.941810130134,136506.2540163164,54.68,2019
Kentucky,263936.0,187107.0,76829.0,144530.0,119052.0,218147.0,6699.0,32666.0,128.0,2068978.0,1983873.0,85105.0,4472345.0,84768.0,75443.0,9325.0,43875.0,46624.29649048282,133717.08955907848,55.62,2019
Louisiana,21013.0,14285.0,6728.0,14031.0,6922.0,7923.0,473.0,12356.0,39.0,2105929.0,2008166.0,97763.0,4658285.0,93372.0,81233.0,12139.0,47668.0,56314.76765798254,152988.6708261195,66.74,2019
Maine,33696.0,32176.0,1520.0,17504.0,15920.0,25296.0,1600.0,6000.0,144.0,697789.0,677458.0,20331.0,1345770.0,26678.0,24543.0,2135.0,50728.0,123298.52598152366,221927.15697853852,43.09,2019
Maryland,6929.0,5694.0,1235.0,4208.0,2707.0,2442.0,311.0,4057.0,44.0,3334368.0,3221318.0,113050.0,6054954.0,100935.0,89832.0,11103.0,62313.0,167350.80750009217,300613.12804141286,54.61,2019
Massachusetts,16716.0,16001.0,715.0,8602.0,8068.0,8849.0,6401.0,5649.0,115.0,3841327.0,3725146.0,116181.0,6894883.0,195591.0,183855.0,11736.0,73213.0,257979.5297409304,418592.6528647856,48.14,2019
Michigan,81935.0,73753.0,8182.0,40914.0,40720.0,64248.0,4942.0,10626.0,493.0,4976013.0,4773456.0,202557.0,9984795.0,145643.0,132535.0,13108.0,49142.0,65153.836395994156,154942.8896683222,46.64,2019
Minnesota,33843.0,27307.0,6536.0,16845.0,16863.0,16554.0,2993.0,9117.0,358.0,3108690.0,3007378.0,101312.0,5640053.0,88996.0,78316.0,10680.0,58543.0,141548.38533785017,238172.90867946766,42.98,2019
Mississippi,37896.0,22801.0,15095.0,23678.0,14143.0,17524.0,1597.0,19445.0,36.0,1278600.0,1208100.0,70500.0,2978227.0,55313.0,51994.0,3319.0,39445.0,49561.506703546824,122384.20123139687,63.5,2019
Missouri,140385.0,103931.0,36454.0,67571.0,72091.0,101045.0,8165.0,29885.0,525.0,3074825.0,2975707.0,99118.0,6140475.0,92024.0,82821.0,9203.0,49001.0,73424.1289477712,154682.59572247785,54.7,2019
Montana,75992.0,56672.0,19320.0,44408.0,31080.0,50680.0,8176.0,2016.0,448.0,543742.0,524685.0,19057.0,1070123.0,13838.0,12039.0,1799.0,50289.0,151075.5776848935,258090.59709176965,44.18,2019
Nebraska,48558.0,46635.0,1923.0,26461.0,21913.0,41146.0,9138.0,3267.0,111.0,1051560.0,1018711.0,32849.0,1932571.0,27574.0,24816.0,2758.0,54182.0,91291.98970888894,173386.32133906052,49.88,2019
Nevada,12531.0,5028.0,7503.0,8388.0,4111.0,9491.0,1172.0,2252.0,144.0,1546315.0,1482648.0,63667.0,3090771.0,23179.0,22251.0,928.0,52602.0,207873.74802334528,305438.5058246867,57.3,2019
New Hampshire,6748.0,5839.0,909.0,3566.0,3098.0,5812.0,525.0,332.0,25.0,780538.0,760517.0,20021.0,1360783.0,21607.0,20310.0,1297.0,64747.0,176338.59176908457,282135.24152847787,44.49,2019
New Jersey,12467.0,10272.0,2195.0,7490.0,4952.0,5434.0,2260.0,6515.0,75.0,4686268.0,4524295.0,161973.0,8891258.0,167778.0,156033.0,11745.0,68438.0,180340.23008314634,326468.40136391984,51.93,2019
New Mexico,56468.0,33757.0,22711.0,30605.0,25303.0,29773.0,24178.0,2796.0,79.0,956099.0,908705.0,47394.0,2099634.0,25906.0,22020.0,3886.0,43530.0,108591.51255349367,187946.14894021655,53.07,2019
New York,419618.0,400744.0,18874.0,221234.0,196332.0,86890.0,145587.0,302306.0,5435.0,9853964.0,9474511.0,379453.0,19463131.0,593649.0,546157.0,47492.0,67366.0,137406.27088445777,306099.53452522674,48.17,2019
North Carolina,246468.0,175914.0,70554.0,142542.0,103512.0,139402.0,10233.0,92362.0,973.0,4993480.0,4801095.0,192385.0,10501384.0,126921.0,107882.0,19039.0,48741.0,96881.69597509042,195599.21350439265,58.7,2019
North Dakota,29521.0,28885.0,636.0,20034.0,9434.0,17066.0,4346.0,4770.0,53.0,413857.0,404799.0,9058.0,763724.0,13344.0,10408.0,2936.0,57110.0,97740.59888394346,199726.4450048165,40.79999999999999,2019
Ohio,267791.0,206048.0,61743.0,145305.0,122309.0,206016.0,10749.0,48414.0,396.0,5877460.0,5632578.0,244882.0,11696507.0,224442.0,208731.0,15711.0,50035.0,68965.72190881746,144296.5164688184,50.88,2019
Oklahoma,17921.0,11981.0,5940.0,10621.0,7294.0,11865.0,1085.0,2190.0,42.0,1840223.0,1782412.0,57811.0,3960676.0,52979.0,48740.0,4239.0,48646.0,51504.37699420022,124270.13597477776,60.14,2019
Oregon,209417.0,61994.0,147423.0,115296.0,93379.0,182495.0,22044.0,4621.0,676.0,2094783.0,2017199.0,77584.0,4216116.0,53882.0,49571.0,4311.0,52718.0,235521.05467089193,354169.10014458833,51.27,2019
Pennsylvania,85988.0,72928.0,13060.0,47793.0,38145.0,60911.0,12219.0,21231.0,285.0,6573614.0,6287803.0,285811.0,12798883.0,221343.0,199208.0,22135.0,56952.0,82348.16187675217,176006.0537554959,49.8,2019
Rhode Island,5275.0,4920.0,355.0,3450.0,1790.0,3275.0,1280.0,1545.0,40.0,574347.0,554076.0,20271.0,1058158.0,38300.0,35619.0,2681.0,55830.0,207103.61732709434,292468.3890611399,49.27,2019
South Carolina,51880.0,30826.0,21054.0,32809.0,19009.0,22319.0,1430.0,26933.0,172.0,2324502.0,2259806.0,64696.0,5157702.0,62920.0,59144.0,3776.0,46681.0,78324.52858793385,178237.64281516697,61.7,2019
South Dakota,65670.0,50226.0,15444.0,39930.0,25674.0,18810.0,3300.0,4950.0,198.0,464339.0,451357.0,12982.0,887127.0,13820.0,11747.0,2073.0,55294.0,102922.25235102826,194364.10513747597,45.54,2019
Tennessee,52489.0,23075.0,29414.0,29298.0,23131.0,34968.0,1008.0,14768.0,80.0,3335279.0,3223669.0,111610.0,6830325.0,105236.0,96817.0,8419.0,49343.0,84455.73104557679,182819.0460883117,58.11,2019
Texas,1709799.0,730634.0,979165.0,1047465.0,654775.0,1197601.0,570282.0,441778.0,7780.0,13921798.0,13429088.0,492710.0,28986794.0,280083.0,249273.0,30810.0,54076.0,107057.52579820597,202707.64920266462,65.97,2019
Utah,21991.0,17895.0,4096.0,11960.0,9966.0,18356.0,4424.0,1913.0,137.0,1618701.0,1577593.0,41108.0,3203383.0,19063.0,17347.0,1716.0,48580.0,235151.24838251658,336882.66273370053,49.55,2019
Vermont,10449.0,9543.0,906.0,5680.0,4649.0,9205.0,390.0,565.0,55.0,353503.0,346015.0,7488.0,624046.0,12451.0,10832.0,1619.0,55442.0,130233.52243862457,221268.38967325966,43.74,2019
Virginia,77124.0,64837.0,12287.0,40058.0,36803.0,37586.0,4799.0,33055.0,746.0,4414988.0,4292509.0,122479.0,8556642.0,104366.0,93929.0,10437.0,59073.0,132045.4330489812,267069.7125695205,55.54,2019
Washington,192356.0,111530.0,80826.0,109437.0,81453.0,152927.0,30134.0,12341.0,1440.0,3933882.0,3766966.0,166916.0,7614024.0,89630.0,84252.0,5378.0,64189.0,248639.11324559615,393431.3808468436,50.47,2019
West Virginia,37262.0,28839.0,8423.0,22949.0,14313.0,32906.0,1066.0,3050.0,117.0,795306.0,755912.0,39394.0,1795263.0,34104.0,31375.0,2729.0,42951.0,46194.13053401058,108820.74785569806,53.08,2019
Wisconsin,200038.0,193351.0,6687.0,106686.0,92659.0,131065.0,18162.0,34169.0,2218.0,3111736.0,3012830.0,98906.0,5824581.0,77230.0,68734.0,8496.0,52893.0,102245.76395228242,190228.04014694443,44.71,2019
Wyoming,12604.0,9729.0,2875.0,8648.0,3956.0,10488.0,1541.0,713.0,0.0,293318.0,282431.0,10887.0,580116.0,5714.0,5371.0,343.0,64117.0,145042.22941179914,238497.96813353914,43.47,2019
Alabama,41641.0,26562.0,15079.0,22193.0,19291.0,25518.0,811.0,15060.0,14.0,2240486.0,2153085.0,87401.0,4891628.0,91524.0,83286.0,8238.0,41539.0,50928.83355382886,131561.67590046805,62.68,2018
Alaska,25988.0,20089.0,5899.0,13973.0,12008.0,10303.0,1116.0,1066.0,559.0,355453.0,334243.0,21210.0,736624.0,7783.0,7860.0,-77.0,59618.0,157969.98086676115,273667.7608045616,32.03,2018
Arizona,33922.0,17921.0,16001.0,21919.0,11732.0,23093.0,6961.0,2995.0,86.0,3328189.0,3168469.0,159720.0,7164228.0,41000.0,37720.0,3280.0,45466.0,159279.5550099338,244463.57919857765,65.97,2018
Arkansas,29903.0,14217.0,15686.0,17000.0,12832.0,20055.0,595.0,8901.0,101.0,1351696.0,1302634.0,49062.0,3012161.0,50521.0,45468.0,5053.0,43384.0,44771.135741508624,121284.33381036199,60.09,2018
California,147035.0,46124.0,100911.0,96430.0,48832.0,86359.0,46164.0,39032.0,2554.0,19288083.0,18465147.0,822936.0,39437463.0,491113.0,442001.0,49112.0,61508.0,293827.6259211149,522249.94123583974,61.17,2018
Colorado,262154.0,112037.0,150117.0,157711.0,103534.0,214980.0,85875.0,18751.0,1025.0,3049646.0,2957693.0,91953.0,5697155.0,61820.0,56256.0,5564.0,58453.0,236079.515797358,374960.94205005193,46.26,2018
Connecticut,22648.0,19133.0,3515.0,13116.0,9501.0,12476.0,7511.0,8154.0,89.0,1931497.0,1855969.0,75528.0,3574561.0,82830.0,76203.0,6627.0,72926.0,153836.1431399741,256535.55016550655,48.6,2018
Delaware,3246.0,2967.0,279.0,1773.0,1470.0,1218.0,210.0,1848.0,18.0,480155.0,462144.0,18011.0,966985.0,13030.0,11857.0,1173.0,52716.0,143225.4189216457,250997.8414982897,54.48,2018
Florida,65709.0,37692.0,28017.0,40919.0,24558.0,35607.0,7512.0,26696.0,241.0,10106902.0,9736058.0,370844.0,21254926.0,195822.0,180156.0,15666.0,51520.0,129402.7707631797,227929.7053975842,71.8,2018
Georgia,565701.0,281980.0,283721.0,295054.0,269284.0,235157.0,20912.0,305542.0,761.0,5121178.0,4915718.0,205460.0,10519389.0,135993.0,121033.0,14960.0,46855.0,81584.09382355215,178967.8996334453,62.300000000000004,2018
Hawaii,10600.0,4465.0,6135.0,6169.0,4387.0,2865.0,1576.0,302.0,765.0,691982.0,675681.0,16301.0,1423102.0,22801.0,18924.0,3877.0,52164.0,328671.9439916396,593015.6627118625,72.95,2018
Idaho,54764.0,28757.0,26007.0,29211.0,25509.0,45607.0,9214.0,813.0,91.0,862515.0,837515.0,25000.0,1752074.0,12533.0,11279.0,1254.0,43217.0,154495.06855156133,242249.61230133555,46.32,2018
Illinois,21418.0,18726.0,2692.0,10703.0,10615.0,13285.0,1308.0,7200.0,39.0,6568223.0,6281768.0,286455.0,12724685.0,226660.0,206260.0,20400.0,56536.0,71595.43257484293,172054.77671766048,51.37,2018
Indiana,327098.0,286649.0,40449.0,184003.0,142358.0,231182.0,14452.0,82209.0,1560.0,3385708.0,3270729.0,114979.0,6698481.0,92744.0,82542.0,10202.0,46945.0,69585.28954971804,141205.06619831256,51.81,2018
Iowa,165934.0,153597.0,12337.0,90053.0,75498.0,105349.0,12142.0,47016.0,503.0,1714957.0,1671634.0,43323.0,3149900.0,40506.0,32809.0,7697.0,49163.0,63242.14457453395,137261.60970028,48.14,2018
Kansas,93867.0,77449.0,16418.0,54262.0,38695.0,65140.0,11944.0,13038.0,212.0,1488029.0,1439334.0,48695.0,2912748.0,35074.0,30865.0,4209.0,50663.0,47735.714550356664,129446.87016868146,54.68,2018
Kentucky,246697.0,164865.0,81832.0,140334.0,105766.0,202803.0,8449.0,28564.0,948.0,2054925.0,1968405.0,86520.0,4464273.0,85015.0,75663.0,9352.0,41974.0,43552.018846799845,128016.6611651082,55.62,2018
Louisiana,21735.0,15896.0,5839.0,14719.0,6929.0,8979.0,497.0,11947.0,99.0,2112501.0,2010722.0,101779.0,4664450.0,93912.0,82642.0,11270.0,46057.0,51306.11355380157,147714.59800048955,66.74,2018
Maine,40256.0,38688.0,1568.0,21264.0,18784.0,32656.0,1760.0,4688.0,128.0,703139.0,681336.0,21803.0,1340123.0,26513.0,24391.0,2122.0,48141.0,116168.27402505006,210645.0582829,43.09,2018
Maryland,7378.0,5826.0,1552.0,4613.0,2746.0,2647.0,389.0,4340.0,39.0,3261069.0,3142323.0,118746.0,6042153.0,100087.0,89077.0,11010.0,60577.0,155937.26516148195,289752.67162855493,54.61,2018
Massachusetts,18141.0,17219.0,922.0,9291.0,8798.0,10833.0,6900.0,5436.0,116.0,3809875.0,3678448.0,131427.0,6885720.0,195860.0,184108.0,11752.0,69693.0,245987.05923421928,405358.6964460215,48.14,2018
Michigan,88419.0,76228.0,12191.0,45841.0,42450.0,69983.0,5154.0,10900.0,83.0,4940323.0,4734163.0,206160.0,9987286.0,145631.0,133980.0,11651.0,47457.0,56430.68533887083,144494.95394000778,46.64,2018
Minnesota,32480.0,27706.0,4774.0,15692.0,16698.0,17420.0,3523.0,7653.0,335.0,3085631.0,2989056.0,96575.0,5608762.0,89982.0,82783.0,7199.0,56539.0,131339.39311011092,225440.72044786756,42.98,2018
Mississippi,44066.0,23382.0,20684.0,25606.0,18288.0,19154.0,889.0,23834.0,128.0,1268437.0,1205739.0,62698.0,2982879.0,55739.0,52394.0,3345.0,37900.0,46547.037899021096,118114.56686408473,63.5,2018
Missouri,138749.0,101511.0,37238.0,70455.0,68088.0,96384.0,6489.0,31575.0,109.0,3045868.0,2949913.0,95955.0,6125986.0,91753.0,83495.0,8258.0,47085.0,66214.21041344616,146138.75540034662,54.7,2018
Montana,78680.0,57792.0,20888.0,46872.0,31304.0,53536.0,5600.0,2128.0,112.0,533821.0,513858.0,19963.0,1061818.0,13843.0,11904.0,1939.0,47612.0,139625.52041203078,242235.4506191044,44.18,2018
Nebraska,53288.0,49994.0,3294.0,29243.0,23956.0,42796.0,8773.0,5470.0,42.0,1034219.0,1004265.0,29954.0,1925512.0,27855.0,24790.0,3065.0,51916.0,83770.20637726688,163719.63264784933,49.88,2018
Nevada,11310.0,4677.0,6633.0,7444.0,3825.0,7900.0,1140.0,2410.0,160.0,1492832.0,1427372.0,65460.0,3030725.0,23440.0,22268.0,1172.0,49678.0,187963.05281358564,285322.4698236486,57.3,2018
New Hampshire,7386.0,6256.0,1130.0,4199.0,3168.0,6576.0,228.0,403.0,50.0,767626.0,747413.0,20213.0,1355064.0,21312.0,20246.0,1066.0,60831.0,164962.21800378498,268906.0922419449,44.49,2018
New Jersey,13071.0,10889.0,2182.0,7685.0,5352.0,5801.0,2505.0,6669.0,132.0,4609776.0,4426619.0,183157.0,8891730.0,165436.0,155509.0,9927.0,64914.0,167682.91287444424,312845.99698077067,51.93,2018
New Mexico,40092.0,26524.0,13568.0,23969.0,15310.0,23970.0,17858.0,1626.0,231.0,950372.0,903759.0,46613.0,2093754.0,25819.0,21946.0,3873.0,41218.0,99013.48689450131,177204.54511278274,53.07,2018
New York,419996.0,400101.0,19895.0,218278.0,199979.0,92595.0,147875.0,302901.0,4998.0,9842270.0,9440487.0,401783.0,19544098.0,592467.0,545069.0,47398.0,64849.0,129101.06306120144,284283.01321740873,48.17,2018
North Carolina,246588.0,166274.0,80314.0,145570.0,100676.0,139193.0,12303.0,93467.0,1057.0,4915978.0,4719024.0,196954.0,10391358.0,123396.0,113524.0,9872.0,46352.0,88542.88015223353,183617.8548848971,58.7,2018
North Dakota,28726.0,26182.0,2544.0,17119.0,11554.0,18232.0,5141.0,4028.0,106.0,412765.0,403000.0,9765.0,760062.0,13362.0,10422.0,2940.0,55396.0,96330.92914160638,196264.646775468,40.79999999999999,2018
Ohio,242091.0,193934.0,48157.0,127302.0,114167.0,186022.0,9831.0,40787.0,777.0,5815556.0,5553771.0,261785.0,11680892.0,224569.0,211094.0,13475.0,48327.0,61874.00991897009,135423.97128695203,50.88,2018
Oklahoma,18011.0,12412.0,5599.0,10070.0,7937.0,11445.0,1136.0,2250.0,34.0,1833033.0,1773131.0,59902.0,3943488.0,53072.0,48826.0,4246.0,46415.0,46953.95348895406,119091.765709945,60.14,2018
Oregon,188634.0,56181.0,132453.0,106460.0,81329.0,164132.0,19104.0,4493.0,564.0,2080204.0,1996792.0,83412.0,4183538.0,52887.0,49184.0,3703.0,50567.0,219049.98980722448,339794.9533570231,51.27,2018
Pennsylvania,91660.0,78122.0,13538.0,51291.0,40097.0,63820.0,14865.0,23396.0,375.0,6500147.0,6210096.0,290051.0,12809107.0,220602.0,198541.0,22061.0,55030.0,76522.40844159617,168064.59072299293,49.8,2018
Rhode Island,5505.0,5250.0,255.0,3385.0,2100.0,3310.0,1340.0,1445.0,70.0,571152.0,547994.0,23158.0,1059338.0,37973.0,35314.0,2659.0,52659.0,194152.74532403806,281928.18928885384,49.27,2018
South Carolina,48536.0,32242.0,16294.0,30671.0,17790.0,21313.0,1734.0,25113.0,136.0,2279435.0,2202382.0,77053.0,5091702.0,62570.0,58815.0,3755.0,44155.0,71143.17917915377,168710.51928669962,61.7,2018
South Dakota,76494.0,57684.0,18810.0,48510.0,27984.0,21582.0,5610.0,5214.0,132.0,457339.0,444575.0,12764.0,879386.0,13814.0,11741.0,2073.0,52166.0,96296.55924392388,184058.90611874172,45.54,2018
Tennessee,56935.0,23824.0,33111.0,32562.0,24246.0,38628.0,1467.0,16535.0,65.0,3260867.0,3147028.0,113839.0,6778180.0,104709.0,96332.0,8377.0,46870.0,74663.04043478165,168430.47334274705,58.11,2018
Texas,1619667.0,760778.0,858889.0,963370.0,651875.0,1113654.0,574445.0,416245.0,8387.0,13684031.0,13149686.0,534345.0,28624564.0,277542.0,249787.0,27755.0,52005.0,99033.06442282564,193495.78764500524,65.97,2018
Utah,24625.0,18424.0,6201.0,13996.0,10487.0,20436.0,4736.0,1725.0,173.0,1583707.0,1537391.0,46316.0,3155153.0,19006.0,17675.0,1331.0,45665.0,212979.62080360748,311522.00575257745,49.55,2018
Vermont,12475.0,11613.0,862.0,6800.0,5631.0,11434.0,669.0,456.0,44.0,356454.0,347123.0,9331.0,624802.0,12866.0,11450.0,1416.0,52409.0,125453.35532105538,213488.07823196208,43.74,2018
Virginia,75473.0,60506.0,14967.0,42159.0,33143.0,42033.0,4147.0,28473.0,253.0,4384673.0,4255221.0,129452.0,8510920.0,103501.0,95220.0,8281.0,56619.0,124238.17988133854,256541.48327897053,55.54,2018
Washington,197950.0,110170.0,87780.0,112453.0,83929.0,161527.0,30578.0,10758.0,1179.0,3813320.0,3644273.0,169047.0,7526793.0,89999.0,82799.0,7200.0,60221.0,226510.12738220696,373148.27326111094,50.47,2018
West Virginia,29820.0,25320.0,4500.0,18760.0,11011.0,23804.0,302.0,4714.0,48.0,793723.0,752732.0,40991.0,1805953.0,34273.0,30845.0,3428.0,41279.0,45090.766351703016,106104.63482036557,53.08,2018
Wisconsin,218903.0,209885.0,9018.0,110703.0,107782.0,139340.0,16133.0,45566.0,1805.0,3129390.0,3036073.0,93317.0,5809319.0,77168.0,69451.0,7717.0,50908.0,93002.58523413201,178057.6610652135,44.71,2018
Wyoming,14697.0,10120.0,4577.0,8832.0,5842.0,11500.0,1817.0,966.0,0.0,292783.0,280910.0,11873.0,579054.0,5764.0,5245.0,519.0,60472.0,137100.6767168,227609.13763879045,43.47,2018
Alabama,43510.0,25789.0,17721.0,28276.0,15153.0,20593.0,423.0,22016.0,149.0,2203466.0,2103876.0,99590.0,4877989.0,91503.0,83267.0,8236.0,40223.0,47670.629949838,125714.7954478064,62.68,2017
Alaska,20487.0,16579.0,3908.0,11397.0,9085.0,8181.0,752.0,771.0,280.0,360591.0,337107.0,23484.0,740983.0,7689.0,7842.0,-153.0,57189.0,152195.9629803617,268165.50917272747,32.03,2017
Arizona,28395.0,17287.0,11108.0,17582.0,10756.0,19539.0,5558.0,2491.0,172.0,3240111.0,3079700.0,160411.0,7048088.0,40909.0,38045.0,2864.0,43497.0,144610.81723461856,226458.653795846,65.97,2017
Arkansas,30095.0,15289.0,14806.0,17231.0,12828.0,19637.0,621.0,9562.0,106.0,1348098.0,1297863.0,50235.0,3003855.0,51580.0,45390.0,6190.0,41890.0,41124.28415963991,115778.17890055479,60.09,2017
California,146803.0,48720.0,98083.0,97185.0,48329.0,80479.0,46293.0,43221.0,2634.0,19185368.0,18258066.0,927302.0,39337785.0,484072.0,445346.0,38726.0,58804.0,262959.89302556537,475768.3042916209,61.17,2017
Colorado,265021.0,117858.0,147163.0,159672.0,104542.0,218700.0,84517.0,20477.0,1099.0,2963796.0,2885982.0,77814.0,5617421.0,61078.0,56191.0,4887.0,55251.0,212431.73481797267,347451.98026548966,46.26,2017
Connecticut,19048.0,16628.0,2420.0,11714.0,7193.0,10218.0,5335.0,7079.0,142.0,1923713.0,1838835.0,84878.0,3575324.0,82338.0,76574.0,5764.0,70011.0,146482.29890012863,249844.12701692735,48.6,2017
Delaware,2982.0,2808.0,174.0,1686.0,1293.0,1194.0,246.0,1632.0,12.0,475213.0,453949.0,21264.0,957942.0,12856.0,11827.0,1029.0,50417.0,135077.18977930717,243596.8640916422,54.48,2017
Florida,69531.0,37838.0,31693.0,43689.0,25596.0,38448.0,8244.0,27560.0,304.0,9972992.0,9544894.0,428098.0,20977089.0,193218.0,181624.0,11594.0,49055.0,115355.90433354561,210408.53464308972,71.8,2017
Georgia,563709.0,280007.0,283702.0,310807.0,251540.0,230399.0,35719.0,301039.0,2124.0,5107907.0,4864825.0,243082.0,10417031.0,135194.0,120322.0,14872.0,44993.0,71239.09896234317,163878.92958841482,62.300000000000004,2017
Hawaii,11742.0,4990.0,6752.0,6849.0,4855.0,3134.0,1563.0,397.0,930.0,695303.0,679865.0,15438.0,1425763.0,22627.0,18554.0,4073.0,51114.0,309615.89735025616,560689.3845391822,72.95,2017
Idaho,52605.0,29790.0,22815.0,27555.0,24833.0,46273.0,7492.0,1251.0,563.0,839780.0,812877.0,26903.0,1719745.0,12347.0,11235.0,1112.0,41457.0,136105.72689294486,216236.29130243722,46.32,2017
Illinois,26563.0,21320.0,5243.0,13975.0,12406.0,17362.0,3158.0,7183.0,62.0,6562302.0,6237936.0,324366.0,12779893.0,224517.0,206555.0,17962.0,53611.0,65633.61228264515,163636.69644373254,51.37,2017
Indiana,334388.0,293949.0,40439.0,187726.0,146474.0,225223.0,14993.0,89807.0,1380.0,3333704.0,3217052.0,116652.0,6662068.0,88981.0,80972.0,8009.0,45015.0,62122.33775663633,131396.35814011408,51.81,2017
Iowa,172593.0,167732.0,4861.0,91179.0,81032.0,102270.0,12747.0,54004.0,1161.0,1697510.0,1645663.0,51847.0,3143734.0,40661.0,36188.0,4473.0,47246.0,56508.283969010714,130267.75352395234,48.14,2017
Kansas,105798.0,91294.0,14504.0,58534.0,47162.0,79636.0,12715.0,12805.0,310.0,1488351.0,1434518.0,53833.0,2910892.0,34641.0,30830.0,3811.0,48651.0,45064.9406165873,122675.7003752849,54.68,2017
Kentucky,231005.0,168853.0,62152.0,127463.0,102948.0,192252.0,5139.0,27334.0,603.0,2053412.0,1955241.0,98171.0,4455590.0,84420.0,76822.0,7598.0,40751.0,38359.077385561286,120644.95559111868,55.62,2017
Louisiana,23929.0,18437.0,5492.0,15566.0,8263.0,9272.0,641.0,13733.0,87.0,2108497.0,2000494.0,108003.0,4673673.0,94380.0,83054.0,11326.0,44056.0,47355.931621733944,144630.50334172402,66.74,2017
Maine,36480.0,33600.0,2880.0,19616.0,16608.0,29648.0,1408.0,4544.0,176.0,703873.0,680165.0,23708.0,1335743.0,26500.0,24645.0,1855.0,46378.0,106762.09681876093,196380.6352570648,43.09,2017
Maryland,7431.0,5907.0,1524.0,4616.0,2804.0,2439.0,404.0,4538.0,41.0,3243898.0,3114581.0,129317.0,6028186.0,100148.0,90133.0,10015.0,59155.0,145808.26651845605,279104.3908510612,54.61,2017
Massachusetts,15700.0,14771.0,929.0,8352.0,7318.0,8976.0,5426.0,5145.0,117.0,3724521.0,3582391.0,142130.0,6863560.0,194522.0,182850.0,11672.0,66679.0,228446.16100237917,379916.32986889133,48.14,2017
Michigan,96707.0,81972.0,14735.0,49726.0,46687.0,72646.0,4461.0,17253.0,134.0,4911256.0,4685855.0,225401.0,9976752.0,145610.0,133961.0,11649.0,45716.0,47657.387143184875,133204.8306596819,46.64,2017
Minnesota,37558.0,31835.0,5723.0,17596.0,19868.0,18461.0,3170.0,10143.0,243.0,3071011.0,2963832.0,107179.0,5569283.0,89518.0,83251.0,6267.0,54266.0,120044.73391778221,210590.12472652466,42.98,2017
Mississippi,53626.0,33602.0,20024.0,32134.0,21386.0,20323.0,586.0,31771.0,24.0,1272692.0,1206101.0,66591.0,2990674.0,55135.0,52378.0,2757.0,36902.0,43975.451737345196,115402.09683782462,63.5,2017
Missouri,129223.0,98712.0,30511.0,62250.0,66650.0,93825.0,5487.0,29551.0,412.0,3053541.0,2939315.0,114226.0,6111382.0,91467.0,84149.0,7318.0,45239.0,59578.39388784805,137925.70139874364,54.7,2017
Montana,85624.0,55160.0,30464.0,50288.0,34944.0,55552.0,6776.0,1848.0,224.0,528443.0,506873.0,21570.0,1053862.0,13679.0,12174.0,1505.0,46036.0,127983.45928891531,227039.13031625826,44.18,2017
Nebraska,48706.0,47295.0,1411.0,26046.0,22656.0,39661.0,5889.0,4616.0,214.0,1023170.0,992745.0,30425.0,1916998.0,27803.0,25022.0,2781.0,50144.0,75745.99378874172,153303.58240214727,49.88,2017
Nevada,11151.0,4543.0,6608.0,7734.0,3393.0,7648.0,1469.0,2396.0,210.0,1444268.0,1372025.0,72243.0,2972097.0,23234.0,22304.0,930.0,47485.0,155212.0252124852,250715.2921304282,57.3,2017
New Hampshire,7592.0,6538.0,1054.0,4077.0,3470.0,6722.0,472.0,301.0,51.0,758133.0,736919.0,21214.0,1350395.0,21327.0,20473.0,854.0,58362.0,151214.94575382725,250993.9144167178,44.49,2017
