state_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,year
New Jersey,11922.0,10043.0,1879.0,7197.0,4703.0,5250.0,2316.0,6116.0,96.0,4614956.0,4406152.0,208804.0,8888147.0,165307.0,153735.0,11572.0,62465.0,157725.73917194098,298413.1061346099,51.93,2017
New Mexico,38566.0,24998.0,13568.0,21850.0,15932.0,22407.0,16629.0,1258.0,165.0,948581.0,890989.0,57592.0,2092844.0,25660.0,22067.0,3593.0,39458.0,93031.14960552055,170218.48659218196,53.07,2017
New York,409770.0,388658.0,21112.0,212693.0,195484.0,83807.0,140081.0,287991.0,5107.0,9838172.0,9382751.0,455421.0,19593849.0,601284.0,553181.0,48103.0,62913.0,119394.88509527908,258435.3192927668,48.17,2017
North Carolina,251112.0,171993.0,79119.0,143684.0,106943.0,133345.0,13430.0,93963.0,979.0,4865908.0,4646213.0,219695.0,10275758.0,121907.0,108497.0,13410.0,44591.0,80399.11475558628,171321.87332916816,58.7,2017
North Dakota,57717.0,40174.0,17543.0,42983.0,14416.0,19451.0,2279.0,6731.0,318.0,415769.0,404907.0,10862.0,756755.0,13299.0,10506.0,2793.0,52521.0,94332.24085574543,198030.17562556814,40.79999999999999,2017
Ohio,254961.0,207550.0,47411.0,136011.0,118254.0,192153.0,9773.0,47778.0,544.0,5818986.0,5529483.0,289503.0,11665706.0,225458.0,211930.0,13528.0,46646.0,55752.42014738556,127316.45101759901,50.88,2017
Oklahoma,23973.0,14029.0,9944.0,13006.0,10942.0,14576.0,1704.0,2497.0,2.0,1826279.0,1752738.0,73541.0,3933602.0,53344.0,49076.0,4268.0,44423.0,43110.44317122393,114170.93811423029,60.14,2017
Oregon,171974.0,61148.0,110826.0,97204.0,74215.0,151102.0,18389.0,3680.0,972.0,2075687.0,1991506.0,84181.0,4147294.0,52188.0,49056.0,3132.0,47974.0,197064.16355566177,316508.62723689893,51.27,2017
Pennsylvania,99481.0,83526.0,15955.0,53370.0,45907.0,69048.0,14243.0,25687.0,473.0,6485256.0,6161914.0,323342.0,12794679.0,220213.0,200393.0,19820.0,52421.0,70029.63066841125,159280.25066487418,49.8,2017
Rhode Island,5900.0,5555.0,345.0,3715.0,2150.0,3810.0,1315.0,1545.0,40.0,568146.0,542552.0,25594.0,1056554.0,38021.0,35739.0,2282.0,50982.0,175955.16699791094,263728.71164840396,49.27,2017
South Carolina,48584.0,30593.0,17991.0,30025.0,18416.0,18863.0,1054.0,27653.0,93.0,2261769.0,2166705.0,95064.0,5027102.0,62267.0,59153.0,3114.0,42758.0,64390.68059344368,158782.76257894633,61.7,2017
South Dakota,62238.0,50952.0,11286.0,34914.0,27192.0,20460.0,2772.0,2904.0,198.0,455339.0,441450.0,13889.0,873732.0,13786.0,11718.0,2068.0,50104.0,88408.36919995864,174407.5300921084,45.54,2017
Tennessee,58919.0,25633.0,33286.0,31901.0,26927.0,40116.0,1541.0,16718.0,82.0,3197036.0,3077514.0,119522.0,6714748.0,104773.0,98486.0,6287.0,44879.0,67983.94937747388,155847.67976134268,58.11,2017
Texas,1516309.0,766035.0,750274.0,909286.0,588830.0,1010923.0,539529.0,382792.0,21071.0,13474010.0,12888029.0,585981.0,28291024.0,278107.0,250296.0,27811.0,49231.0,90492.30553151054,181899.58790842607,65.97,2017
Utah,18239.0,16096.0,2143.0,10184.0,8024.0,15195.0,3233.0,1346.0,75.0,1554351.0,1505412.0,48939.0,3103540.0,18750.0,17625.0,1125.0,43241.0,187985.52045306642,283684.9464206682,49.55,2017
Vermont,12433.0,11027.0,1406.0,6609.0,5769.0,11413.0,576.0,571.0,43.0,355381.0,344698.0,10683.0,625132.0,12665.0,11525.0,1140.0,50771.0,117954.79135751996,203301.17430093858,43.74,2017
Virginia,75770.0,60762.0,15008.0,43073.0,32568.0,38787.0,4936.0,33060.0,411.0,4352985.0,4193294.0,159691.0,8471011.0,102360.0,93147.0,9213.0,54879.0,117372.74539132137,246527.2732222233,55.54,2017
Washington,183645.0,122974.0,60671.0,102996.0,79861.0,138758.0,29109.0,13219.0,1530.0,3727690.0,3554758.0,172932.0,7427951.0,88529.0,83217.0,5312.0,57265.0,201520.55125535632,337703.4417764517,50.47,2017
West Virginia,31624.0,26929.0,4695.0,20035.0,11545.0,26712.0,924.0,3978.0,88.0,784740.0,743786.0,40954.0,1818683.0,34651.0,31878.0,2773.0,39140.0,41912.4617807499,102144.1392642818,53.08,2017
Wisconsin,232691.0,223035.0,9656.0,119298.0,112699.0,147661.0,17528.0,49991.0,3877.0,3141758.0,3039351.0,102407.0,5793147.0,77022.0,69319.0,7703.0,48758.0,84409.62410332944,166874.46600722158,44.71,2017
Wyoming,20079.0,11730.0,8349.0,13110.0,6900.0,14973.0,2438.0,989.0,46.0,293805.0,281164.0,12641.0,579994.0,5773.0,5542.0,231.0,57184.0,133907.48545719357,223160.83785527776,43.47,2017
Alabama,47663.0,28890.0,18773.0,27021.0,20440.0,21263.0,915.0,25188.0,99.0,2155731.0,2029159.0,126572.0,4866824.0,91507.0,84186.0,7321.0,39014.0,45778.2536288975,121525.90978284716,62.68,2016
Alaska,23650.0,17956.0,5694.0,13009.0,10558.0,10983.0,1755.0,1135.0,850.0,362020.0,338197.0,23823.0,742575.0,7689.0,7996.0,-307.0,56278.0,149177.9756589256,264976.8140566977,32.03,2016
Arizona,34347.0,17716.0,16631.0,21504.0,12760.0,25031.0,6820.0,2771.0,130.0,3253471.0,3075854.0,177617.0,6944767.0,40894.0,38440.0,2454.0,41473.0,131156.83526048835,211319.42488824585,65.97,2016
Arkansas,29853.0,17902.0,11951.0,15155.0,14694.0,18278.0,651.0,10572.0,53.0,1343902.0,1290439.0,53463.0,2991815.0,51029.0,45926.0,5103.0,40873.0,38605.114289214274,111338.6064629149,60.09,2016
California,135580.0,44575.0,91005.0,89127.0,45597.0,81525.0,36258.0,33580.0,1973.0,19012023.0,17965411.0,1046612.0,39149186.0,482092.0,448345.0,33747.0,56560.0,236479.88584429424,439031.6719299042,61.17,2016
Colorado,238518.0,130092.0,108426.0,141053.0,96756.0,187773.0,81403.0,18185.0,1184.0,2894163.0,2803506.0,90657.0,5543844.0,60805.0,56548.0,4257.0,52390.0,189296.40476250974,317055.8208555296,46.26,2016
Connecticut,21998.0,18223.0,3775.0,13888.0,8082.0,12301.0,6080.0,8117.0,176.0,1893198.0,1801389.0,91809.0,3579830.0,81822.0,76094.0,5728.0,68680.0,139485.29336170692,242726.25949018743,48.6,2016
Delaware,3210.0,3057.0,153.0,1974.0,1233.0,1218.0,177.0,1851.0,3.0,468808.0,447640.0,21168.0,949989.0,12935.0,11900.0,1035.0,48734.0,125955.48530315851,232942.52178871536,54.48,2016
Florida,76640.0,39332.0,37308.0,48809.0,27756.0,42756.0,9120.0,30070.0,277.0,9841314.0,9360244.0,481070.0,20627237.0,195157.0,183447.0,11710.0,46454.0,101664.43209206885,194070.2964453611,71.8,2016
Georgia,844613.0,312446.0,532167.0,489372.0,355241.0,382021.0,50517.0,426724.0,4844.0,4921819.0,4653744.0,268075.0,10308442.0,134287.0,120858.0,13429.0,43033.0,65234.21379544228,152996.36421477844,62.300000000000004,2016
Hawaii,13883.0,5305.0,8578.0,8141.0,5695.0,3902.0,1646.0,419.0,556.0,679121.0,659558.0,19563.0,1428885.0,22644.0,18568.0,4076.0,49122.0,288373.0292031205,521931.32208072324,72.95,2016
Idaho,60207.0,33723.0,26484.0,30552.0,29610.0,52412.0,8545.0,958.0,219.0,812922.0,783180.0,29742.0,1684036.0,12325.0,11462.0,863.0,40098.0,122703.1936677951,197412.94380881012,46.32,2016
Illinois,26525.0,24053.0,2472.0,14737.0,11776.0,18177.0,1916.0,7293.0,51.0,6559053.0,6172680.0,386373.0,12821709.0,225390.0,205104.0,20286.0,52036.0,61020.14622042759,155334.2297208354,51.37,2016
Indiana,381908.0,330727.0,51181.0,210915.0,170354.0,266477.0,15611.0,96051.0,924.0,3331831.0,3186426.0,145405.0,6637898.0,89089.0,80180.0,8909.0,43645.0,57038.531412145385,123783.32476241783,51.81,2016
Iowa,185335.0,179025.0,6310.0,95762.0,89380.0,108973.0,15729.0,62902.0,308.0,1703168.0,1642155.0,61013.0,3133210.0,40443.0,36398.0,4045.0,46291.0,53285.09911560006,124931.1849522542,48.14,2016
Kansas,92308.0,82476.0,9832.0,43907.0,48300.0,76523.0,10312.0,10560.0,213.0,1491974.0,1431924.0,60050.0,2912977.0,34926.0,31084.0,3842.0,47326.0,43643.20311157982,117514.41250506064,54.68,2016
Kentucky,244906.0,177159.0,67747.0,137089.0,107460.0,198519.0,5902.0,29768.0,354.0,2015646.0,1914481.0,101165.0,4440306.0,84487.0,76038.0,8449.0,39750.0,35362.71359769008,114358.75903618679,55.62,2016
Louisiana,28021.0,22436.0,5585.0,17966.0,10021.0,10267.0,1500.0,15909.0,90.0,2123693.0,1994637.0,129056.0,4681346.0,94283.0,82969.0,11314.0,42725.0,45876.53232861473,144510.3324832877,66.74,2016
Maine,35856.0,33936.0,1920.0,19696.0,16112.0,29952.0,1120.0,3792.0,144.0,693921.0,667725.0,26196.0,1332348.0,26434.0,24847.0,1587.0,44740.0,99448.73520723167,182599.37511604893,43.09,2016
Maryland,7757.0,6466.0,1291.0,4839.0,2911.0,2626.0,720.0,4741.0,31.0,3155924.0,3020832.0,135092.0,6007014.0,98352.0,89500.0,8852.0,57632.0,137946.0077975537,268303.9518444541,54.61,2016
Massachusetts,17186.0,16433.0,753.0,9456.0,7713.0,9872.0,5468.0,4988.0,78.0,3617500.0,3472328.0,145172.0,6827280.0,192429.0,182807.0,9622.0,64295.0,211364.52368466588,354207.4436644688,48.14,2016
Michigan,96304.0,82760.0,13544.0,46878.0,49298.0,72764.0,6068.0,15965.0,91.0,4848646.0,4606954.0,241692.0,9954117.0,145611.0,135418.0,10193.0,44527.0,42558.65224005853,123003.11145279827,46.64,2016
Minnesota,33020.0,28730.0,4290.0,15620.0,17333.0,17148.0,3238.0,8987.0,230.0,3023123.0,2906351.0,116772.0,5525360.0,91661.0,83411.0,8250.0,52596.0,110302.88815538312,196122.53269593837,42.98,2016
Mississippi,60820.0,36172.0,24648.0,34836.0,25924.0,24348.0,438.0,35613.0,39.0,1271842.0,1196246.0,75596.0,2990595.0,55463.0,53244.0,2219.0,36021.0,41618.968335389545,113314.25647043594,63.5,2016
Missouri,147879.0,109134.0,38745.0,75089.0,72685.0,111230.0,4524.0,27968.0,702.0,3072912.0,2933460.0,139452.0,6091384.0,90864.0,84503.0,6361.0,44410.0,54779.466883623034,130217.3860149331,54.7,2016
Montana,79408.0,44128.0,35280.0,45808.0,33544.0,49112.0,6272.0,1400.0,56.0,521742.0,499269.0,22473.0,1042137.0,13654.0,12288.0,1366.0,44063.0,121011.84215472902,215698.21754978053,44.18,2016
Nebraska,53099.0,51876.0,1223.0,28767.0,24326.0,46161.0,7514.0,3053.0,20.0,1016074.0,984967.0,31107.0,1906483.0,27711.0,25217.0,2494.0,49360.0,70652.44741159039,144486.2229378989,49.88,2016
Nevada,10212.0,5221.0,4991.0,7193.0,3013.0,6821.0,1356.0,2252.0,189.0,1414233.0,1332391.0,81842.0,2919555.0,22715.0,22033.0,682.0,45450.0,135605.26012571415,229183.6904005666,57.3,2016
New Hampshire,6726.0,5975.0,751.0,3626.0,3073.0,5967.0,343.0,430.0,10.0,752476.0,731000.0,21476.0,1343694.0,21355.0,20714.0,641.0,56321.0,139686.7792035614,234293.40853807598,44.49,2016
New Jersey,12605.0,10418.0,2187.0,7511.0,5085.0,5635.0,2315.0,6416.0,81.0,4492824.0,4271202.0,221622.0,8873584.0,167319.0,155606.0,11713.0,60533.0,151018.8934303052,287557.14498609485,51.92999999999999,2016
New Mexico,34534.0,25679.0,8855.0,20159.0,14147.0,18726.0,12564.0,1483.0,390.0,944245.0,880516.0,63729.0,2092555.0,25738.0,22134.0,3604.0,38775.0,89880.99310203987,165260.81425728518,53.07,2016
New York,395069.0,378981.0,16088.0,204888.0,189083.0,81176.0,189062.0,260648.0,4586.0,9527028.0,9062867.0,464161.0,19636391.0,601503.0,559397.0,42106.0,59280.0,112910.40116376139,242335.7386782172,48.17,2016
North Carolina,245227.0,174938.0,70289.0,137891.0,107008.0,129542.0,9922.0,95202.0,1827.0,4844854.0,4598461.0,246393.0,10161802.0,123442.0,116035.0,7407.0,42936.0,74275.46074356897,161277.02306151067,58.7,2016
North Dakota,48919.0,37471.0,11448.0,31270.0,17543.0,27030.0,4187.0,6837.0,265.0,411783.0,399002.0,12781.0,756114.0,13315.0,10518.0,2797.0,52005.0,94072.25699582242,196793.22707853295,40.79999999999999,2016
Ohio,234772.0,200704.0,34068.0,125403.0,109348.0,187216.0,6845.0,36008.0,1074.0,5754487.0,5464102.0,290385.0,11640060.0,223782.0,210355.0,13427.0,45212.0,51440.91386614079,121051.46550716525,50.88,2016
Oklahoma,22243.0,13231.0,9012.0,12941.0,9302.0,14416.0,939.0,2939.0,155.0,1828066.0,1743228.0,84838.0,3928143.0,53223.0,50029.0,3194.0,42521.0,40701.56844120927,110291.94903837361,60.14,2016
Oregon,168612.0,55823.0,112789.0,95110.0,73061.0,148470.0,17539.0,3746.0,1005.0,2042936.0,1946236.0,96700.0,4093271.0,53348.0,50147.0,3201.0,45999.0,175565.33641102494,287710.7965285948,51.27,2016
Pennsylvania,117241.0,94959.0,22282.0,64816.0,52234.0,83920.0,16147.0,27820.0,319.0,6458896.0,6114648.0,344248.0,12788468.0,220259.0,202638.0,17621.0,51181.0,65691.24376990974,152810.1911405211,49.8,2016
Rhode Island,5800.0,5615.0,185.0,3690.0,2105.0,3835.0,1180.0,1455.0,75.0,553234.0,524441.0,28793.0,1057816.0,37719.0,35833.0,1886.0,49184.0,158773.16747331666,244817.8783799316,49.27,2016
South Carolina,62391.0,42496.0,19895.0,39947.0,22404.0,26707.0,1578.0,32771.0,264.0,2286059.0,2174303.0,111756.0,4963031.0,62260.0,58524.0,3736.0,41178.0,60017.347826339275,150870.92190625612,61.7,2016
South Dakota,70752.0,58542.0,12210.0,40656.0,30096.0,21252.0,3036.0,4752.0,132.0,455136.0,441422.0,13714.0,863693.0,13714.0,11794.0,1920.0,49192.0,82684.31201316892,165601.9105141529,45.54,2016
Tennessee,67329.0,27214.0,40115.0,38324.0,28876.0,47004.0,1770.0,18217.0,133.0,3136405.0,2987681.0,148724.0,6651277.0,105634.0,99295.0,6339.0,43499.0,62216.3101408268,143778.93925748704,58.11,2016
Texas,1288448.0,784698.0,503750.0,761047.0,525471.0,825764.0,380210.0,221453.0,21215.0,13346855.0,12728903.0,617952.0,27914064.0,276682.0,251780.0,24902.0,46586.0,83188.34669102244,170263.5992978272,65.97,2016
Utah,20697.0,17108.0,3589.0,12093.0,8597.0,17883.0,3544.0,1085.0,173.0,1500136.0,1449980.0,50156.0,3044241.0,18736.0,17986.0,750.0,41750.0,168295.1436075121,260420.560565494,49.55,2016
Vermont,10537.0,9253.0,1284.0,5848.0,4674.0,9524.0,749.0,604.0,30.0,345853.0,335043.0,10810.0,624366.0,12522.0,11269.0,1253.0,49621.0,111046.08192548812,193251.46883638136,43.74,2016
Virginia,72276.0,58645.0,13631.0,40600.0,31641.0,37313.0,4728.0,30480.0,336.0,4254361.0,4084833.0,169528.0,8417651.0,103152.0,94899.0,8253.0,53268.0,111839.83578432661,237269.65151216192,55.54,2016
Washington,197713.0,108678.0,89035.0,111454.0,85802.0,157347.0,36350.0,12315.0,1710.0,3648563.0,3459529.0,189034.0,7299961.0,87875.0,82602.0,5273.0,54918.0,178117.955665611,303397.8383604478,50.47,2016
West Virginia,35103.0,31232.0,3871.0,22809.0,12294.0,28024.0,594.0,5085.0,4.0,785110.0,737207.0,47903.0,1832435.0,33922.0,30869.0,3053.0,37380.0,40828.76623040767,100569.90708617053,53.08,2016
Wisconsin,239945.0,230559.0,9386.0,122967.0,116628.0,158682.0,20806.0,50253.0,2561.0,3110468.0,2988743.0,121725.0,5775170.0,76872.0,69953.0,6919.0,47205.0,77723.9726864974,156970.30245840846,44.71,2016
Wyoming,19711.0,11293.0,8418.0,11914.0,7774.0,15180.0,2783.0,897.0,46.0,300547.0,284438.0,16109.0,585243.0,5771.0,5424.0,347.0,54827.0,133592.8059732665,221310.3712821979,43.47,2016
Alabama,38970.0,29286.0,9684.0,21976.0,16917.0,24452.0,375.0,14146.0,14.0,2152304.0,2020451.0,131853.0,4854803.0,93158.0,83842.0,9316.0,38531.0,43230.964551158926,116539.86046307105,62.68,2015
Alaska,21404.0,17499.0,3905.0,12309.0,9093.0,8675.0,666.0,716.0,174.0,362423.0,339604.0,22819.0,738430.0,7675.0,7444.0,231.0,57575.0,142361.13600737354,257922.96345467796,32.03,2015
Arizona,36318.0,19006.0,17312.0,20920.0,15362.0,25793.0,7957.0,2839.0,244.0,3184449.0,2990548.0,193901.0,6832810.0,41102.0,37813.0,3289.0,40334.0,117295.13197826718,194427.01270306553,65.97,2015
Arkansas,29342.0,17336.0,12006.0,16593.0,12749.0,18127.0,3925.0,10370.0,35.0,1339309.0,1272792.0,66517.0,2979732.0,50935.0,46350.0,4585.0,39968.0,34909.97493841955,105487.17815120144,60.09,2015
California,128007.0,46325.0,81682.0,84592.0,42891.0,73761.0,34563.0,33249.0,2257.0,18824146.0,17647412.0,1176734.0,38904296.0,486024.0,452002.0,34022.0,54546.0,215229.67484263677,410284.74059039494,61.17,2015
Colorado,236938.0,128944.0,107994.0,139377.0,97110.0,187145.0,83132.0,17941.0,1213.0,2825761.0,2719996.0,105765.0,5454328.0,60844.0,56584.0,4260.0,52339.0,165408.71545711634,283512.9824395562,46.26,2015
Connecticut,22851.0,19309.0,3542.0,14451.0,8357.0,12634.0,6128.0,8338.0,212.0,1892088.0,1785789.0,106299.0,3588561.0,82022.0,75460.0,6562.0,67321.0,134798.11893572635,238677.04460486365,48.6,2015
Delaware,2859.0,2748.0,111.0,1659.0,1200.0,1107.0,162.0,1539.0,9.0,462751.0,440555.0,22196.0,942065.0,12924.0,11760.0,1164.0,47868.0,116307.47853749944,221787.20802892544,54.48,2015
Florida,81405.0,39303.0,42102.0,50460.0,30862.0,46226.0,10565.0,30917.0,275.0,9639739.0,9106774.0,532965.0,20219111.0,195737.0,183992.0,11745.0,45659.0,88606.5011595143,176762.66667383743,71.8,2015
Georgia,878550.0,346137.0,532413.0,499335.0,379214.0,398241.0,53038.0,437930.0,2122.0,4734097.0,4446519.0,287578.0,10183353.0,136211.0,121227.0,14984.0,41941.0,59329.69153617936,142694.83018592035,62.300000000000004,2015
Hawaii,13054.0,5403.0,7651.0,7708.0,5318.0,3902.0,1551.0,403.0,655.0,670595.0,647616.0,22979.0,1422999.0,22587.0,18295.0,4292.0,47777.0,266714.9417752084,488942.44713652274,72.95,2015
Idaho,52828.0,36063.0,16765.0,27289.0,25494.0,47177.0,7671.0,1161.0,305.0,795024.0,764126.0,30898.0,1652495.0,12349.0,11484.0,865.0,39386.0,110611.96814047782,181404.83148617527,46.32,2015
Illinois,28027.0,25319.0,2708.0,15299.0,12728.0,17416.0,2481.0,8685.0,135.0,6511808.0,6119941.0,391867.0,12859585.0,229819.0,206837.0,22982.0,51443.0,55633.73167190238,146832.23927089295,51.37,2015
Indiana,383593.0,340530.0,43063.0,221657.0,161929.0,257116.0,15336.0,107835.0,557.0,3266401.0,3109791.0,156610.0,6611442.0,89402.0,80461.0,8941.0,42667.0,52921.1888115537,117727.33603278802,51.81,2015
Iowa,190212.0,180659.0,9553.0,98468.0,91450.0,116146.0,14274.0,56884.0,875.0,1700558.0,1637474.0,63084.0,3122541.0,40859.0,36364.0,4495.0,46104.0,48581.25190372471,118101.84115336953,48.14,2015
Kansas,123148.0,111378.0,11770.0,66111.0,56734.0,92173.0,13353.0,21305.0,12.0,1493787.0,1431533.0,62254.0,2910717.0,35183.0,31312.0,3871.0,47332.0,41441.5842998973,111817.58636099516,54.68,2015
Kentucky,252461.0,178945.0,73516.0,133863.0,118121.0,208540.0,7272.0,28337.0,475.0,1979654.0,1876016.0,103638.0,4429126.0,83819.0,75437.0,8382.0,39232.0,32491.682418248263,109552.35092321048,55.62,2015
Louisiana,29331.0,23827.0,5504.0,18799.0,10467.0,11311.0,557.0,16858.0,111.0,2150066.0,2015088.0,134978.0,4666998.0,96043.0,83557.0,12486.0,43113.0,41603.31092894503,138979.57404815478,66.74,2015
Maine,37952.0,37008.0,944.0,19488.0,18320.0,32576.0,1200.0,3408.0,96.0,687852.0,657547.0,30305.0,1329098.0,26513.0,24657.0,1856.0,43672.0,93666.37665373576,171487.8792498977,43.09,2015
Maryland,8196.0,6824.0,1372.0,5072.0,3118.0,2950.0,487.0,4838.0,57.0,3139990.0,2983083.0,156907.0,5988528.0,99649.0,87691.0,11958.0,55825.0,131717.27152753886,259716.6510726963,54.61,2015
Massachusetts,18400.0,17809.0,591.0,9664.0,8731.0,10675.0,5809.0,6029.0,162.0,3589408.0,3417294.0,172114.0,6797484.0,192619.0,182988.0,9631.0,62376.0,196343.57026152752,331180.35880662804,48.14,2015
Michigan,113868.0,100104.0,13764.0,57863.0,55945.0,87048.0,6010.0,19559.0,105.0,4760214.0,4501823.0,258391.0,9934483.0,146376.0,136129.0,10247.0,43425.0,37214.102516366,114071.67843516546,46.64,2015
Minnesota,33868.0,28861.0,5007.0,16657.0,17113.0,18548.0,2803.0,8884.0,345.0,3005417.0,2891675.0,113742.0,5484002.0,89522.0,83255.0,6267.0,51985.0,100964.76592592198,182960.7660271298,42.98,2015
Mississippi,63721.0,43210.0,20511.0,39365.0,24356.0,19484.0,841.0,43255.0,11.0,1260020.0,1178023.0,81997.0,2990231.0,53951.0,52332.0,1619.0,35533.0,36830.54392964256,103680.14315934836,63.5,2015
Missouri,153142.0,119070.0,34072.0,78374.0,74669.0,115071.0,5052.0,27038.0,1295.0,3057872.0,2901473.0,156399.0,6075411.0,91557.0,83316.0,8241.0,43322.0,49756.54501307189,122574.8602122513,54.7,2015
Montana,95704.0,46872.0,48832.0,55776.0,39816.0,71736.0,7280.0,2128.0,0.0,517904.0,495728.0,22176.0,1031495.0,13771.0,11980.0,1791.0,43941.0,109953.44258659425,201280.8638025477,44.18,2015
Nebraska,52813.0,50523.0,2290.0,26727.0,26068.0,44879.0,10861.0,3075.0,214.0,1011670.0,981326.0,30344.0,1892059.0,27754.0,24978.0,2776.0,50556.0,65315.58503685017,135770.06895039976,49.88,2015
Nevada,13321.0,6502.0,6819.0,8687.0,4629.0,8567.0,1666.0,3227.0,235.0,1396760.0,1301093.0,95667.0,2868531.0,22793.0,21425.0,1368.0,44493.0,122994.61711505365,211358.76271185128,57.3,2015
New Hampshire,7189.0,6449.0,740.0,4050.0,3112.0,6640.0,288.0,248.0,14.0,746316.0,720831.0,25485.0,1337480.0,21311.0,20245.0,1066.0,54684.0,130592.56241687882,221346.29314191916,44.49,2015
New Jersey,13875.0,12484.0,1391.0,8277.0,5586.0,6188.0,2438.0,7427.0,102.0,4494605.0,4237874.0,256731.0,8870312.0,171562.0,156121.0,15441.0,59175.0,144972.98914954677,277189.1269475615,51.93,2015
New Mexico,44231.0,35376.0,8855.0,23206.0,20957.0,30279.0,19495.0,2197.0,136.0,938301.0,876206.0,62095.0,2090071.0,25670.0,21819.0,3851.0,38103.0,86526.80635536238,160643.85725816552,53.07,2015
New York,405009.0,386946.0,18063.0,212218.0,192109.0,91899.0,133973.0,282939.0,4293.0,9536524.0,9035992.0,500532.0,19657321.0,602780.0,560585.0,42195.0,57481.0,107407.656011758,230193.54876630066,48.17,2015
North Carolina,252195.0,194140.0,58055.0,140739.0,111359.0,124964.0,17720.0,108551.0,2739.0,4763826.0,4493884.0,269942.0,10037218.0,123508.0,114862.0,8646.0,42076.0,68781.24815218913,152388.49780228257,58.7,2015
North Dakota,69165.0,43407.0,25758.0,44679.0,24168.0,41022.0,4770.0,12296.0,848.0,410768.0,399297.0,11471.0,755537.0,13393.0,10714.0,2679.0,53991.0,87437.83354007534,188887.08933737574,40.79999999999999,2015
Ohio,256862.0,221279.0,35583.0,139499.0,117199.0,199486.0,11113.0,41862.0,553.0,5710784.0,5427854.0,282930.0,11622315.0,224043.0,210600.0,13443.0,44442.0,47229.05836401457,114715.62201700915,50.88,2015
Oklahoma,21297.0,13607.0,7690.0,11384.0,9909.0,14531.0,1536.0,2766.0,2.0,1829054.0,1750504.0,78550.0,3910518.0,53291.0,50093.0,3198.0,44894.0,38329.19337014106,106522.38691057572,60.14,2015
Oregon,164102.0,66743.0,97359.0,89557.0,73980.0,138682.0,22742.0,4828.0,1867.0,1979479.0,1871287.0,108192.0,4018542.0,53002.0,50351.0,2651.0,44694.0,154956.84558528286,254638.49492679056,51.27,2015
Pennsylvania,111579.0,95604.0,15975.0,58198.0,53325.0,79535.0,18678.0,25783.0,749.0,6423156.0,6076403.0,346753.0,12789838.0,220877.0,200998.0,19879.0,49927.0,61891.384006508226,147652.6448824301,49.8,2015
Rhode Island,5555.0,5375.0,180.0,3455.0,2090.0,3825.0,1400.0,1435.0,20.0,555273.0,521768.0,33505.0,1056886.0,37570.0,35315.0,2255.0,48682.0,145306.56826907618,229891.52279102997,49.27,2015
South Carolina,66115.0,42978.0,23137.0,41597.0,24518.0,27640.0,1689.0,36675.0,141.0,2267838.0,2134087.0,133751.0,4896006.0,62712.0,59576.0,3136.0,40053.0,54302.855559258234,141902.70573443777,61.7,2015
South Dakota,68376.0,59400.0,8976.0,43692.0,24618.0,26598.0,1056.0,5742.0,198.0,453095.0,439295.0,13800.0,854663.0,13811.0,11877.0,1934.0,49186.0,75330.19606984539,155992.64483017309,45.54,2015
Tennessee,75150.0,28506.0,46644.0,42120.0,32817.0,50419.0,1276.0,21767.0,92.0,3074219.0,2902687.0,171532.0,6595354.0,105838.0,99487.0,6351.0,42535.0,56716.89644267186,133128.5061787591,58.11,2015
Texas,1489550.0,873377.0,616173.0,936432.0,549084.0,1094065.0,629986.0,311591.0,5990.0,13090995.0,12503476.0,587519.0,27468531.0,277654.0,252665.0,24989.0,47465.0,75585.86977920265,157626.31965462136,65.97,2015
Utah,18732.0,16116.0,2616.0,9977.0,8724.0,15290.0,2956.0,1806.0,108.0,1453456.0,1401944.0,51512.0,2983626.0,18615.0,17684.0,931.0,40459.0,150798.36540693496,236997.2066495864,49.55,2015
Vermont,14147.0,13181.0,966.0,7669.0,6476.0,13039.0,467.0,998.0,3.0,346515.0,334264.0,12251.0,625810.0,12358.0,11245.0,1113.0,48876.0,108012.00150072754,189227.244455219,43.74,2015
Virginia,83113.0,70556.0,12557.0,47212.0,35732.0,40815.0,4147.0,35895.0,1024.0,4233978.0,4048077.0,185901.0,8367303.0,103839.0,94493.0,9346.0,52238.0,105026.44326944918,228170.80691608405,55.54,2015
Washington,189578.0,110320.0,79258.0,106074.0,83252.0,156568.0,36032.0,11101.0,1671.0,3554830.0,3361252.0,193578.0,7167287.0,87564.0,81434.0,6130.0,53083.0,157654.7519843644,272105.93424116034,50.47,2015
West Virginia,51360.0,35777.0,15583.0,33853.0,17502.0,42253.0,1348.0,7581.0,44.0,791534.0,739456.0,52078.0,1843332.0,33931.0,30877.0,3054.0,37468.0,37983.84264373809,97213.74475625367,53.08,2015
Wisconsin,250653.0,236135.0,14518.0,126180.0,124400.0,168720.0,23497.0,46897.0,3047.0,3084210.0,2947053.0,137157.0,5762927.0,76183.0,69326.0,6857.0,46548.0,71573.85469830422,148219.55129002946,44.71,2015
