state_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
New Jersey,12605.0,10418.0,2187.0,7511.0,5085.0,5635.0,2315.0,6416.0,81.0,4492824.0,4271202.0,221622.0,8873584.0,167319.0,155606.0,11713.0,60533.0,151018.8934303052,287557.14498609485,51.92999999999999
New Mexico,34534.0,25679.0,8855.0,20159.0,14147.0,18726.0,12564.0,1483.0,390.0,944245.0,880516.0,63729.0,2092555.0,25738.0,22134.0,3604.0,38775.0,89880.99310203987,165260.81425728518,53.07
New York,395069.0,378981.0,16088.0,204888.0,189083.0,81176.0,189062.0,260648.0,4586.0,9527028.0,9062867.0,464161.0,19636391.0,601503.0,559397.0,42106.0,59280.0,112910.40116376139,242335.7386782172,48.17
North Carolina,245227.0,174938.0,70289.0,137891.0,107008.0,129542.0,9922.0,95202.0,1827.0,4844854.0,4598461.0,246393.0,10161802.0,123442.0,116035.0,7407.0,42936.0,74275.46074356897,161277.02306151067,58.7
North Dakota,48919.0,37471.0,11448.0,31270.0,17543.0,27030.0,4187.0,6837.0,265.0,411783.0,399002.0,12781.0,756114.0,13315.0,10518.0,2797.0,52005.0,94072.25699582242,196793.22707853295,40.79999999999999
Ohio,234772.0,200704.0,34068.0,125403.0,109348.0,187216.0,6845.0,36008.0,1074.0,5754487.0,5464102.0,290385.0,11640060.0,223782.0,210355.0,13427.0,45212.0,51440.91386614079,121051.46550716525,50.88
Oklahoma,22243.0,13231.0,9012.0,12941.0,9302.0,14416.0,939.0,2939.0,155.0,1828066.0,1743228.0,84838.0,3928143.0,53223.0,50029.0,3194.0,42521.0,40701.56844120927,110291.94903837361,60.14
Oregon,168612.0,55823.0,112789.0,95110.0,73061.0,148470.0,17539.0,3746.0,1005.0,2042936.0,1946236.0,96700.0,4093271.0,53348.0,50147.0,3201.0,45999.0,175565.33641102494,287710.7965285948,51.27
Pennsylvania,117241.0,94959.0,22282.0,64816.0,52234.0,83920.0,16147.0,27820.0,319.0,6458896.0,6114648.0,344248.0,12788468.0,220259.0,202638.0,17621.0,51181.0,65691.24376990974,152810.1911405211,49.8
Rhode Island,5800.0,5615.0,185.0,3690.0,2105.0,3835.0,1180.0,1455.0,75.0,553234.0,524441.0,28793.0,1057816.0,37719.0,35833.0,1886.0,49184.0,158773.16747331666,244817.8783799316,49.27
South Carolina,62391.0,42496.0,19895.0,39947.0,22404.0,26707.0,1578.0,32771.0,264.0,2286059.0,2174303.0,111756.0,4963031.0,62260.0,58524.0,3736.0,41178.0,60017.347826339275,150870.92190625612,61.7
South Dakota,70752.0,58542.0,12210.0,40656.0,30096.0,21252.0,3036.0,4752.0,132.0,455136.0,441422.0,13714.0,863693.0,13714.0,11794.0,1920.0,49192.0,82684.31201316892,165601.9105141529,45.54
Tennessee,67329.0,27214.0,40115.0,38324.0,28876.0,47004.0,1770.0,18217.0,133.0,3136405.0,2987681.0,148724.0,6651277.0,105634.0,99295.0,6339.0,43499.0,62216.3101408268,143778.93925748704,58.11
Texas,1288448.0,784698.0,503750.0,761047.0,525471.0,825764.0,380210.0,221453.0,21215.0,13346855.0,12728903.0,617952.0,27914064.0,276682.0,251780.0,24902.0,46586.0,83188.34669102244,170263.5992978272,65.97
Utah,20697.0,17108.0,3589.0,12093.0,8597.0,17883.0,3544.0,1085.0,173.0,1500136.0,1449980.0,50156.0,3044241.0,18736.0,17986.0,750.0,41750.0,168295.1436075121,260420.560565494,49.55
Vermont,10537.0,9253.0,1284.0,5848.0,4674.0,9524.0,749.0,604.0,30.0,345853.0,335043.0,10810.0,624366.0,12522.0,11269.0,1253.0,49621.0,111046.08192548812,193251.46883638136,43.74
Virginia,72276.0,58645.0,13631.0,40600.0,31641.0,37313.0,4728.0,30480.0,336.0,4254361.0,4084833.0,169528.0,8417651.0,103152.0,94899.0,8253.0,53268.0,111839.83578432661,237269.65151216192,55.54
Washington,197713.0,108678.0,89035.0,111454.0,85802.0,157347.0,36350.0,12315.0,1710.0,3648563.0,3459529.0,189034.0,7299961.0,87875.0,82602.0,5273.0,54918.0,178117.955665611,303397.8383604478,50.47
West Virginia,35103.0,31232.0,3871.0,22809.0,12294.0,28024.0,594.0,5085.0,4.0,785110.0,737207.0,47903.0,1832435.0,33922.0,30869.0,3053.0,37380.0,40828.76623040767,100569.90708617053,53.08
Wisconsin,239945.0,230559.0,9386.0,122967.0,116628.0,158682.0,20806.0,50253.0,2561.0,3110468.0,2988743.0,121725.0,5775170.0,76872.0,69953.0,6919.0,47205.0,77723.9726864974,156970.30245840846,44.71
Wyoming,19711.0,11293.0,8418.0,11914.0,7774.0,15180.0,2783.0,897.0,46.0,300547.0,284438.0,16109.0,585243.0,5771.0,5424.0,347.0,54827.0,133592.8059732665,221310.3712821979,43.47
