coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,year
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",95.0,81.0,14.0,16.0,60613,54542,6071,147525,3089.0,2933.0,156.0,21112,41806.83182511439,57666.00882540058,119959.35327302811,48.17,2602.7477,12176.722,2012
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",299.0,262.0,37.0,51.0,183351,169332,14019,355784,3969.0,3588.0,381.0,30458,48219.02306455602,119988.61435367455,189379.3607289073,48.17,2602.7476999999994,12176.721999999998,2012
NY-600,New York City CoC,56672.0,53410.0,3262.0,3277.0,4021038,3642138,378900,8346715,411534.0,396598.0,14936.0,1738660,56361.612356118545,126300.47906241342,289658.15319389204,48.17,2602.7477,12176.722,2012
NY-601,Poughkeepsie/Dutchess County CoC,453.0,409.0,44.0,44.0,146160,134622,11538,297028,4748.0,4320.0,428.0,27335,46085.0,151534.74359458106,231998.16536770746,48.17,2602.7477,12176.722,2012
NY-602,"Newburgh, Middletown/Orange County CoC",502.0,356.0,146.0,117.0,179353,164966,14387,373795,5356.0,4927.0,429.0,45378,43519.0,119489.73064375292,204885.8531291322,48.17000000000001,2602.7477,12176.722,2012
NY-603,"Nassau, Suffolk Counties CoC",3359.0,3224.0,135.0,312.0,1470774,1359838,110936,2846770,25730.0,23928.0,1802.0,199479,64652.48878658971,222756.38774033147,356408.4351474739,48.17,2602.7477,12176.722000000002,2012
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1741.0,1703.0,38.0,309.0,476735,441625,35110,959731,24535.0,23062.0,1473.0,95453,87385.0,253772.68639337667,459367.77497823973,48.17,2602.7477,12176.722,2012
NY-606,Rockland County CoC,107.0,104.0,3.0,4.0,150225,139075,11150,317201,6634.0,6103.0,531.0,47759,52579.0,220839.4369926202,344692.0776287814,48.17,2602.7477,12176.722,2012
NY-607,Sullivan County CoC,630.0,618.0,12.0,52.0,35265,32006,3259,76940,2227.0,1982.0,245.0,13580,37107.0,50933.94137369003,109474.40313910395,48.17,2602.7477,12176.722,2012
NY-608,Kingston/Ulster County CoC,355.0,291.0,64.0,21.0,90914,83282,7632,181555,3580.0,3293.0,287.0,23621,41270.0,115390.05315866576,188243.8773847207,48.169999999999995,2602.7477,12176.722,2012
OH-500,Cincinnati/Hamilton County CoC,1654.0,1608.0,46.0,234.0,402186,372577,29609,802564,25232.0,24222.0,1010.0,155194,52009.0,43127.7904139028,106267.61994911467,50.88,1770.2029,7924.209300000001,2012
OH-501,Toledo/Lucas County CoC,977.0,840.0,137.0,138.0,210469,192955,17514,436846,13024.0,11982.0,1042.0,96810,38227.0,18084.79917732649,68122.43277195601,50.88,1770.2029,7924.2093,2012
OH-502,Cleveland/Cuyahoga County CoC,2191.0,2067.0,124.0,375.0,621812,579379,42433,1266271,41658.0,39158.0,2500.0,233101,45353.0,31501.00670376432,89711.0681907254,50.88,1770.2029,7924.2092999999995,2012
OH-503,Columbus/Franklin County CoC,1434.0,1252.0,182.0,311.0,630411,589946,40465,1199257,25700.0,24415.0,1285.0,210197,44475.0,43941.36319492131,112287.36602080952,50.88,1770.2029,7924.2093,2012
OH-504,Youngstown/Mahoning County CoC,224.0,214.0,10.0,54.0,110756,101578,9178,235689,5362.0,5093.0,269.0,43325,38101.0,18861.6220052945,66666.26979348714,50.88,1770.2029,7924.2093,2012
OH-505,"Dayton, Kettering/Montgomery County CoC",1081.0,1014.0,67.0,48.0,254590,233721,20869,534464,12239.0,11627.0,612.0,96985,38783.0,28481.681992037848,81477.62324313894,50.88,1770.2029,7924.2093,2012
OH-506,Akron/Summit County CoC,813.0,647.0,166.0,208.0,272453,252147,20306,540806,14163.0,13738.0,425.0,84399,42412.0,36900.752053380485,97225.89367324252,50.88,1770.2029,7924.2093,2012
OH-507,Ohio Balance of State CoC,5121.0,4185.0,936.0,530.0,2555199,2357875,197324,5247157,77654.0,73396.0,4258.0,761450,36823.16886763632,42972.92146347049,101086.11845396763,50.88,1770.2029,7924.2092999999995,2012
OH-508,"Canton, Massillon, Alliance/Stark County CoC",482.0,419.0,63.0,84.0,187968,173932,14036,374914,6377.0,5930.0,447.0,53788,38448.0,36121.9956722145,91359.65853170078,50.88,1770.2029000000002,7924.2093,2012
OK-500,North Central Oklahoma CoC,204.0,147.0,57.0,24.0,102952,97887,5065,218323,2222.0,2117.0,105.0,38163,38205.092665454395,23593.163840599835,78182.87979400129,60.13999999999999,1594.1788000000001,6984.0477,2012
OK-501,Tulsa City & County CoC,1021.0,876.0,145.0,88.0,308472,293070,15402,615376,13273.0,12609.0,664.0,96205,60720.0,42845.317582315736,110045.29752040906,60.14,1594.1788,6984.047699999999,2012
OK-503,Oklahoma Balance of State CoC,571.0,144.0,427.0,32.0,148009,141639,6370,311650,2802.0,2606.0,196.0,47458,39512.31378469437,17535.768320101553,61237.19260335296,60.14,1594.1788,6984.0477,2012
OK-505,Northeast Oklahoma CoC,342.0,277.0,65.0,92.0,130114,121598,8516,304641,2663.0,2413.0,250.0,63508,32551.05724771124,24975.834067097323,73057.59156469362,60.14000000000001,1594.1788,6984.0477,2012
OK-506,Southwest Oklahoma Regional CoC,396.0,233.0,163.0,6.0,180409,171579,8830,408743,4053.0,3794.0,259.0,65614,37713.3047465033,23301.29259794036,78427.35286196294,60.14,1594.1788,6984.0477,2012
OK-507,Southeastern Oklahoma Regional CoC,579.0,264.0,315.0,48.0,263353,245337,18016,612753,9524.0,8699.0,825.0,121311,33503.85625529373,22751.24294522501,67721.41536900945,60.12958430232084,1620.4759785352335,7011.439922495035,2012
OR-500,"Eugene, Springfield/Lane County CoC",2057.0,651.0,1406.0,628.0,173244,157828,15416,355217,5166.0,5011.0,155.0,76710,36022.0,114114.14527191961,185804.2907556646,51.27,1552.8702,9159.5474,2012
OR-501,"Portland, Gresham/Multnomah County CoC",4423.0,2709.0,1714.0,1090.0,421947,389862,32085,760505,15161.0,14857.0,304.0,136065,43835.0,140824.96078663316,220071.30295160075,51.27,1552.8702,9159.5474,2012
OR-502,"Medford, Ashland/Jackson County CoC",691.0,441.0,250.0,172.0,98945,87981,10964,205939,2704.0,2460.0,244.0,36832,36087.0,116764.19593681618,178422.6033022171,51.27,1552.8702,9159.5474,2012
OR-503,Central Oregon CoC,808.0,276.0,532.0,131.0,98096,86810,11286,203853,1419.0,1329.0,90.0,33720,37406.29092532364,93142.6613670571,174563.32983000117,51.27,1552.8701999999998,9159.5474,2012
OR-505,Oregon Balance of State CoC,6105.0,2035.0,4070.0,949.0,677290,610611,66679,1441030,20893.0,19968.0,925.0,266707,33644.79784737306,99553.48866400257,165710.8610602461,51.27,1552.8702,9159.5474,2012
OR-506,"Hillsboro, Beaverton/Washington County CoC",751.0,309.0,442.0,160.0,292667,271984,20683,548651,3844.0,3767.0,77.0,65373,46743.0,169283.93048831532,255063.05080973206,51.27,1552.8702,9159.5474,2012
OR-507,Clackamas County CoC,993.0,124.0,869.0,172.0,201578,185371,16207,383159,2770.0,2686.0,84.0,35640,47327.0,159394.7288077306,250416.35318114585,51.269999999999996,1552.8701999999998,9159.5474,2012
PA-501,Harrisburg/Dauphin County CoC,386.0,328.0,58.0,65.0,140870,130640,10230,270058,6576.0,5655.0,921.0,35019,42761.0,57731.56462768474,137958.27968104553,49.8,1861.0724,8344.9505,2012
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",604.0,566.0,38.0,64.0,288958,267200,21758,560865,6894.0,6549.0,345.0,63245,53168.0,74787.67369738946,172110.42928241074,49.8,1861.0724,8344.9505,2012
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",178.0,173.0,5.0,5.0,160422,145056,15366,321232,9316.0,8850.0,466.0,49864,37557.0,31624.36532699357,88648.2094669147,49.8,1861.0724,8344.9505,2012
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",419.0,396.0,23.0,52.0,434777,407767,27010,808782,6060.0,5696.0,364.0,51743,70223.0,148744.9219087491,241282.59226222616,49.79999999999999,1861.0724000000002,8344.9505,2012
PA-505,Chester County CoC,691.0,667.0,24.0,69.0,272533,257539,14994,506049,3678.0,3383.0,295.0,36838,68323.0,169885.92978209004,282434.59317414905,49.8,1861.0724,8344.9505,2012
PA-506,Reading/Berks County CoC,340.0,323.0,17.0,55.0,211336,195497,15839,413552,4420.0,4110.0,310.0,57195,41782.0,69967.68680785986,142849.22616055675,49.8,1861.0724,8344.9505,2012
PA-508,Scranton/Lackawanna County CoC,260.0,238.0,22.0,31.0,107371,98089,9282,214232,6568.0,6108.0,460.0,30156,39751.0,35812.823204329565,100341.74855096992,49.8,1861.0724,8344.9505,2012
PA-509,Eastern Pennsylvania CoC,1752.0,1621.0,131.0,121.0,1556290,1435619,120671,3104215,42728.0,39666.0,3062.0,385219,39005.02087226561,70594.83004880784,133824.341256754,49.8,1861.0724,8344.9505,2012
PA-510,Lancaster City & County CoC,562.0,553.0,9.0,49.0,268700,251573,17127,526949,4029.0,3827.0,202.0,59731,41222.0,114884.26588534795,178354.9712950416,49.8,1861.0724,8344.9505,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",458.0,407.0,51.0,30.0,338068,314322,23746,625603,5533.0,5035.0,498.0,35979,59155.0,167389.12671542645,263392.3623287549,49.8,1861.0724000000002,8344.9505,2012
PA-512,York City & County CoC,284.0,259.0,25.0,51.0,232731,215842,16889,437551,3442.0,3304.0,138.0,45462,42126.0,89416.51518856104,152963.34850152893,49.79999999999999,1861.0724,8344.9505,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1376.0,1320.0,56.0,271.0,651926,607613,44313,1231129,37045.0,34822.0,2223.0,151371,49749.0,39766.26303758608,106484.4402994328,49.8,1861.0724000000002,8344.9505,2012
PA-601,Western Pennsylvania CoC,1097.0,1031.0,66.0,140.0,843684,780065,63619,1702161,29073.0,26954.0,2119.0,217624,40415.49437391645,30261.012492761856,86530.69606911493,49.8,1861.0724,8344.9505,2012
PA-603,Beaver County CoC,110.0,105.0,5.0,8.0,86713,80320,6393,170091,3896.0,3623.0,273.0,20088,40028.0,32805.53994620708,94880.63883643805,49.79999999999999,1861.0724,8344.9505,2012
PA-605,Erie City & County CoC,439.0,393.0,46.0,58.0,137128,126665,10463,281416,6141.0,5588.0,553.0,42611,38020.0,56353.67544332723,108435.64697427784,49.8,1861.0724,8344.9505,2012
RI-500,Rhode Island Statewide CoC,1277.0,1249.0,28.0,154.0,560204,502898,57306,1054893,37859.0,35800.0,2059.0,143624,45978.0253760334,122277.7451258407,197768.14783989306,49.269999999999996,2137.5665999999997,8865.8907,2012
SC-500,Charleston/Low Country CoC,483.0,271.0,212.0,58.0,445680,411438,34242,949264,11694.0,10952.0,742.0,146071,41467.92710563131,84515.00768785877,174196.0003383776,61.7,1243.4686,7278.8068,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1324.0,1139.0,185.0,57.0,667826,609679,58147,1439359,20785.0,19462.0,1323.0,257296,35035.63479298771,39256.026031255635,103208.67395200234,61.699999999999996,1243.4686,7278.8068,2012
SC-502,Columbia/Midlands CoC,1648.0,946.0,702.0,174.0,687824,626122,61702,1449897,19317.0,18451.0,866.0,242308,35922.36993248486,40040.620693123186,113612.55644238585,61.7,1243.4686,7278.8068,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",1460.0,420.0,1040.0,239.0,388876,345718,43158,880507,10583.0,10033.0,550.0,191654,31014.851065352123,34922.30409508249,98669.42762805297,61.699999999999996,1243.4686,7278.806800000001,2012
SD-500,South Dakota Statewide CoC,859.0,795.0,64.0,138.0,406054,390456,15598,742620,13879.0,12229.0,1650.0,85741,46514.429895505105,53728.75576074028,91574.68954184002,45.54,1166.6901,7413.417600000001,2012
TN-500,Chattanooga/Southeast Tennessee CoC,548.0,374.0,174.0,70.0,316571,291878,24693,669834,12786.0,11309.0,1477.0,114841,38602.45749394626,47080.25055854813,110027.71555241858,58.10999999999999,1601.5436,6631.072300000001,2012
TN-501,Memphis/Shelby County CoC,2076.0,1750.0,326.0,265.0,445583,406551,39032,939421,17819.0,17284.0,535.0,200730,42897.0,24859.271881858018,86836.26580643338,58.11,1601.5436,6631.0723,2012
TN-502,Knoxville/Knox County CoC,854.0,721.0,133.0,174.0,230548,216171,14377,440883,11326.0,10533.0,793.0,69107,42147.0,62492.56832981192,140106.5223155997,58.11,1601.5436000000002,6631.0723,2012
TN-503,Central Tennessee CoC,245.0,232.0,13.0,29.0,520230,482035,38195,1091578,9984.0,9529.0,455.0,151943,43484.09123855556,74814.06508881523,147429.8052241581,58.11,1601.5436,6631.0723,2012
TN-504,Nashville-Davidson County CoC,1934.0,1571.0,363.0,1055.0,352777,330509,22268,649619,18066.0,16801.0,1265.0,118500,50101.0,76506.54079087116,145833.19875626703,58.10999999999999,1601.5436,6631.0723,2012
TN-506,Upper Cumberland CoC,658.0,159.0,499.0,39.0,218630,199760,18870,485153,5362.0,5160.0,202.0,89129,32853.57116208701,52404.185849282905,104273.24166649592,58.11,1601.5436,6631.072300000001,2012
TN-507,Jackson/West Tennessee CoC,1692.0,230.0,1462.0,256.0,304863,274329,30534,673861,10749.0,10165.0,584.0,127786,33486.0487860256,29138.05722007508,77794.2918633039,58.11,1601.5436000000002,6631.0723,2012
TN-509,Appalachian Regional CoC,424.0,323.0,101.0,56.0,230936,211566,19370,507059,8442.0,7909.0,533.0,96215,34726.70920543763,38746.249222312086,92659.83664375958,58.11,1601.5436,6631.0723,2012
TN-510,Murfreesboro/Rutherford County CoC,218.0,122.0,96.0,75.0,144928,135335,9593,274482,2441.0,2343.0,98.0,34576,35179.0,92466.23171555922,148090.07476831434,58.11,1601.5436,6631.0723,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",777.0,296.0,481.0,247.0,299352,272570,26782,651369,8857.0,8369.0,488.0,119281,32905.67353527724,44178.04959436451,100369.3312991263,58.11000000000001,1601.5436,6631.0723,2012
TX-500,San Antonio/Bexar County CoC,3670.0,2043.0,1627.0,539.0,838357,785636,52721,1788768,26819.0,26014.0,805.0,333176,39014.0,57573.275341824454,120705.21480502903,65.97,1190.1284,7009.233900000001,2012
TX-503,Austin/Travis County CoC,2244.0,1375.0,869.0,733.0,610842,577445,33397,1096918,10701.0,10272.0,429.0,192685,54274.0,123903.2159703204,204403.50026997426,65.97,1190.1284,7009.2339,2012
TX-600,"Dallas City & County, Irving CoC",3447.0,3242.0,205.0,442.0,1666007,1553527,112480,3291135,39756.0,38088.0,1668.0,531422,50972.66986313232,74571.88585256804,137480.75799704687,65.97,1190.1284,7009.2339,2012
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2123.0,1987.0,136.0,225.0,57783,54376,3407,119494,574.0,545.0,29.0,12532,46329.0,66959.4819071721,157754.8222374513,65.97,1190.1284,7009.2339,2012
TX-603,El Paso City & County CoC,1236.0,1054.0,182.0,115.0,346680,317204,29476,832118,14475.0,13896.0,579.0,194470,31117.0,73185.12544866539,116822.04243928926,65.97,1190.1284,7009.2339,2012
TX-604,Waco/McLennan County CoC,319.0,258.0,61.0,34.0,160558,149792,10766,353396,5461.0,5161.0,300.0,66866,33917.570244145376,40149.676625637614,89981.23626462356,65.97,1190.1284,7009.2339,2012
TX-607,Texas Balance of State CoC,12764.0,3342.0,9422.0,2895.0,4005672,3714014,291658,8811982,106991.0,97051.0,9940.0,1730739,37584.85849097286,43630.977433117165,100707.22909232278,65.97,1190.1284,7009.2339,2012
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",226.0,169.0,57.0,118.0,148861,139895,8966,324587,4652.0,4251.0,401.0,48153,41624.47954169452,31313.798735149823,85513.14580591937,65.97,1190.1284,7009.2339,2012
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",7187.0,3363.0,3824.0,1422.0,556990,524070,32920,1109364,4034.0,3971.0,63.0,115729,57039.92902059198,99007.6787537773,178833.6010427983,65.97,1190.1284000000003,7009.233899999999,2012
TX-701,"Bryan, College Station/Brazos Valley CoC",308.0,191.0,117.0,50.0,148141,139393,8748,315469,3719.0,3311.0,408.0,72010,33697.781376300045,57289.5580788877,129624.77636479099,65.97,1190.1284,7009.2339,2012
UT-500,Salt Lake City & County CoC,2463.0,2273.0,190.0,317.0,546710,521300,25410,1064140,8713.0,8190.0,523.0,139534,40908.0,126025.6728229006,198057.84450688036,49.55,1109.5077,7529.4179,2012
UT-503,Utah Balance of State CoC,879.0,684.0,195.0,99.0,534133,506981,27152,1185315,7322.0,6855.0,467.0,144173,32691.953610643584,101506.37073259019,169364.45214237098,49.55,1109.5077,7529.4179,2012
UT-504,Provo/Mountainland CoC,185.0,95.0,90.0,27.0,32594,31091,1503,63226,6.0,4.0,2.0,5012,70424.78119760858,143622.42251559548,280426.57421894674,49.55,1109.5077,7529.4179,2012
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",933.0,858.0,75.0,76.0,438398,412691,25707,815752,6089.0,5711.0,378.0,66607,50130.4819369122,115309.17922417505,188841.31121635615,55.54,1231.2071,7647.7099,2012
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",652.0,567.0,85.0,83.0,18738,17575,1163,35352,557.0,534.0,23.0,3278,48437.0,54434.20674961663,254956.29696123462,55.54,1231.2071,7647.709900000001,2012
VA-502,"Roanoke City & County, Salem CoC",561.0,523.0,38.0,149.0,20163,19044,1119,38260,30.0,27.0,3.0,3202,41532.44832723471,54846.01924903242,164796.57228375063,55.54,1231.2070999999999,7647.7099,2012
VA-504,Charlottesville CoC,191.0,164.0,27.0,76.0,48335,45607,2728,92879,402.0,378.0,24.0,9894,37572.67938931298,79847.54724768952,148933.72554061032,55.54,1231.2071,7647.7099,2012
VA-508,Lynchburg CoC,214.0,145.0,69.0,43.0,23254,21674,1580,47880,165.0,155.0,10.0,6932,31436.696741854637,64781.07630081641,129013.51639344431,55.53999999999999,1231.2071,7647.709900000001,2012
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",313.0,262.0,51.0,80.0,60728,56502,4226,118526,674.0,639.0,35.0,13772,38667.77329024855,84223.84400052835,156525.57058083228,55.53999999999999,1231.2071,7647.7099,2012
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",193.0,146.0,47.0,63.0,91614,86053,5561,187014,478.0,457.0,21.0,12447,47172.72830376335,152410.68244984833,243578.12190795128,55.540000000000006,1231.2071,7647.709899999999,2012
VA-521,Virginia Balance of State CoC,957.0,742.0,215.0,131.0,442945,410871,32074,954875,7518.0,7009.0,509.0,152734,35903.531354365754,54301.93575208459,124095.01636696873,55.54,1231.2070999999999,7647.7099,2012
VA-600,Arlington County CoC,451.0,320.0,131.0,175.0,143875,138982,4893,221614,2854.0,2625.0,229.0,17555,83839.0,271732.1731582946,501720.6854367014,55.54,1231.2071,7647.7099,2012
VA-602,Loudoun County CoC,168.0,132.0,36.0,18.0,185858,177761,8097,337902,1059.0,953.0,106.0,13489,69335.0,274400.1470088713,423986.24757443694,55.53999999999999,1231.2071,7647.7099,2012
VT-500,Vermont Balance of State CoC,776.0,630.0,146.0,127.0,258322,244787,13535,467584,8178.0,7635.0,543.0,55477,43674.68632160211,91501.93927069857,159361.28503418257,43.74,2390.9582,10184.881999999998,2012
VT-501,Burlington/Chittenden County CoC,384.0,307.0,77.0,101.0,95623,92113,3510,158777,4446.0,4268.0,178.0,16148,51222.0,156113.28078089692,241432.09027763098,43.74,2390.9582,10184.882,2012
WA-500,Seattle/King County CoC,8899.0,6281.0,2618.0,846.0,1127689,1056990,70699,2011708,33983.0,33303.0,680.0,234813,65370.0,178101.13600316262,310993.9072138322,50.46999999999999,1219.3084000000001,8440.7715,2012
WA-501,Washington Balance of State CoC,5342.0,3698.0,1644.0,811.0,966341,886032,80309,2079010,20993.0,19864.0,1129.0,307839,39186.20524480402,110200.77625171654,192909.52939970084,50.47,1219.3084000000001,8440.771500000003,2012
WA-502,Spokane City & County CoC,1185.0,1055.0,130.0,82.0,229378,210343,19035,475605,7193.0,6977.0,216.0,73788,37412.0,98604.7035433163,165031.43564359195,50.46999999999999,1219.3084,8440.7715,2012
WA-504,Everett/Snohomish County CoC,2061.0,1344.0,717.0,172.0,387127,358508,28619,732239,7512.0,7361.0,151.0,74394,44005.0,158721.45852550116,250545.3106419048,50.47,1219.3084,8440.7715,2012
WA-508,Vancouver/Clark County CoC,1020.0,844.0,176.0,83.0,208427,190460,17967,436532,3878.0,3839.0,39.0,51981,41615.0,137491.6463376004,204272.36161204215,50.47,1219.3084,8440.7715,2012
WI-500,Wisconsin Balance of State CoC,3618.0,3239.0,379.0,233.0,2126185,1980805,145380,3937513,43491.0,39424.0,4067.0,429204,42934.59401327691,64835.30349515473,130528.50786799824,44.71000000000001,1677.9122,8230.3205,2012
WI-501,Milwaukee City & County CoC,1432.0,1318.0,114.0,129.0,475758,435411,40347,954672,22496.0,21146.0,1350.0,209201,40755.0,43520.989634485486,111620.09863703401,44.709999999999994,1677.9122,8230.3205,2012
WI-502,Racine City & County CoC,241.0,230.0,11.0,10.0,100290,92031,8259,194602,3032.0,2819.0,213.0,25505,41735.0,54438.855031794854,117695.97325784407,44.71,1677.9122,8230.3205,2012
WI-503,Madison/Dane County CoC,736.0,659.0,77.0,115.0,297195,282929,14266,503087,6619.0,6023.0,596.0,62611,49297.0,120465.91734921111,202937.22827048475,44.71,1677.9122,8230.3205,2012
WV-500,"Wheeling, Weirton Area CoC",116.0,106.0,10.0,58.0,67339,62123,5216,147346,3876.0,3462.0,414.0,23174,36415.893515942065,18496.02658855121,59041.2022178618,53.08,1748.3092,7842.5085,2012
